Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33]
1034,"10톤즈 후려치기",false,405,3,0,0,1358,2071,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,120,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1035,"100톤즈 후려치기",false,405,3,132,109,1360,2073,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,30,200,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1036,"역한 입냄새",false,405,3,130,109,1337,2079,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,12,0,true,0,0,0,0,0,false,25,250,0,0,0,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
1037,"꼬챙이",false,405,3,0,0,1339,2081,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,6,8,true,0,0,0,0,0,false,10,200,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1038,"점균 폭발",false,405,3,130,109,1722,2181,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,60,0,true,0,0,0,0,0,false,30,300,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1039,"점균 발사",false,405,3,0,0,1723,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,15,150,0,5,7,0,0,0,0,0,false,false,0,false,true,false,true,true,true,false,false,true,0,false
1040,"싹틔우기",false,405,2,130,85,2279,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,2,0,0,0,0,false,150,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1041,"ベビーモルボル専用：AA/モルボル菌つき",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1042,"유독 가스",false,405,3,0,0,1737,2214,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,2,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1043,"유독 가스",false,405,3,0,0,1739,2215,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,2,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1044,"죽음의 수렁",false,405,3,0,0,1675,1875,0,-1,0,80,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,30,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1045,"액화",false,405,3,0,0,1589,1835,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,50,8,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,10,false,false,false,true,true,true,false,false,true,0,false
1046,"액화",false,405,3,0,0,1590,1836,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,50,7,true,0,0,0,0,0,false,20,0,0,5,7,0,0,0,0,0,false,false,11,false,false,false,true,true,true,false,false,true,0,false
1047,"밀쳐내기",false,405,3,130,109,1676,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,40,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1048,"보이드 파이라",false,452,2,106,79,479,1904,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false
1049,"번개 강타",false,405,3,0,0,1110,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,10,3,true,0,0,0,0,0,false,0,80,0,5,5,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
1050,"번개 폭풍",false,405,3,130,109,1111,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,35,150,0,0,0,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false
1051,"충격",false,405,3,0,0,1854,1855,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1052,"대폭발",false,405,3,130,82,1828,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,5,0,true,0,0,0,0,0,false,50,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1053,"",false,405,5,83,0,85,1875,0,0,0,5,true,true,false,false,false,false,false,false,false,1,true,true,1,0,0,false,9,0,38,0,0,true,0,0,60,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1054,"",false,405,5,83,0,85,1875,0,0,0,5,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,60,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1055,"",false,405,5,83,0,85,1875,0,0,0,5,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,9,0,0,0,0,true,0,0,60,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,true
1056,"격려",false,405,2,102,87,423,1875,0,-1,0,25,true,true,true,false,true,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,40,200,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
1057,"독액 분사",false,405,3,130,109,1495,2113,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,30,60,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
1058,"",false,405,5,83,0,85,1875,0,0,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1059,"레벨 5 데스",false,405,3,130,109,1250,2018,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,0,0,0,0,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
1060,"기름 화살",false,405,4,130,109,416,1915,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,25,60,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
1061,"원초적 진노",false,405,3,0,0,1176,1908,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,2,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1062,"원초적 분노",false,405,3,0,0,1177,1904,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,2,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1063,"",false,405,4,0,0,460,1875,0,-1,0,25,false,true,true,false,true,false,false,false,false,0,false,true,1,0,0,false,2,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1064,"창공의 화룡 강타",false,405,3,130,187,408,1875,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,true,true,2,5,0,true,0,0,0,0,0,true,25,120,0,5,1,0,0,0,0,0,false,true,1,false,false,true,true,true,true,false,false,true,0,false
1065,"용기의 영예",false,405,2,96,95,521,1899,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,0,0,0,false,30,25,0,5,3,0,307,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
1066,"인내의 영예",false,405,2,96,95,522,1899,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,0,0,0,false,30,25,0,5,3,0,308,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
1067,"무적의 진격 행진곡 (임시)",false,405,2,96,95,523,1899,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,20,0,false,0,0,0,0,0,false,30,25,0,5,3,0,309,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
1068,"작렬파",false,405,4,130,109,398,1889,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,10,2,true,0,0,0,0,0,true,20,0,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
1069,"거품 작렬",false,405,3,0,0,2333,2335,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,6,0,true,2,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1070,"위로의 노래",false,405,2,130,109,2332,2334,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,true,true,2,6,0,false,0,0,0,0,0,false,60,120,0,5,7,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false
1071,"플라스마 방출",false,405,3,130,109,1708,2140,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,30,0,true,0,0,0,0,0,false,20,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1072,"괴이한 시선",false,405,3,130,109,1318,2052,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,120,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1073,"꼬리쓸기",false,405,3,132,109,1629,1857,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,30,0,true,0,0,0,0,0,false,25,200,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
1074,"참사 도래",false,405,3,130,109,1680,2210,0,-1,0,80,false,false,false,false,false,false,true,false,false,0,false,false,2,36,0,true,0,0,0,0,0,false,70,0,0,5,7,0,0,0,0,0,false,false,21,false,false,false,true,true,true,false,false,true,0,false
1075,"열병의 독기",false,405,3,0,0,1849,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1076,"흑사병 구름",false,405,3,0,0,1594,1847,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,10,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1077,"공포의 눈길",false,405,2,130,109,1512,2121,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,35,120,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
1078,"정신 붕괴",false,405,2,130,109,1850,1852,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,100,0,true,0,0,0,0,0,false,30,300,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
1079,"병폐",false,405,2,130,109,1674,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,30,250,0,0,0,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true,0,false
1080,"재활성",false,405,2,130,109,1851,1875,0,-1,0,80,false,true,true,false,true,false,false,false,false,1,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1081,"씨뿌리기",false,405,2,130,85,1724,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1082,"요마 소환",false,405,2,106,93,189,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,70,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1083,"보이드 파이가",false,453,2,106,79,483,1905,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,20,250,0,5,1,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true,0,false
1084,"보이드 파이라",false,452,2,106,79,479,1904,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,false,2,5,0,true,0,0,0,0,0,false,30,150,0,5,1,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false
1085,"보이드 선더가",false,459,2,106,83,484,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,40,200,0,5,5,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true,0,false
1086,"낙석",false,405,3,130,109,1224,1996,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,11,8,true,0,0,0,0,0,false,25,150,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
1087,"대지 균열",false,405,3,130,109,1223,1995,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,25,0,true,0,0,0,0,0,false,70,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
1088,"완전 파괴",false,405,3,130,109,1529,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,100,0,true,0,0,0,0,0,false,30,150,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1089,"실명의 비약",false,405,3,0,0,85,1875,0,-1,0,20,false,true,false,true,true,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,40,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1090,"곰팡이 재채기",false,405,3,130,109,1314,2048,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,200,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
1091,"염증 파열",false,405,3,0,0,2343,2344,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,80,0,true,2,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1092,"메테오 스트라이크",false,405,3,2246,190,2245,1875,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,true,true,4,8,5,true,0,0,0,0,0,false,20,200,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
1093,"파동 충격",false,405,3,0,0,1705,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,2,0,0,0,0,false,0,60,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1094,"파동탄",false,405,3,2234,187,339,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1095,"정신집중",false,405,3,2234,187,334,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,50,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1096,"정신집중",false,405,3,2234,187,392,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,50,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1097,"번개 강타",false,405,3,130,109,1110,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,10,3,true,0,0,0,0,0,false,20,60,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1098,"외면의 기개",false,405,3,130,109,314,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,3,true,0,0,0,0,0,true,25,80,0,1,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
1099,"핏자국",false,405,3,130,109,313,1892,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,true,25,80,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
1100,"힐난",false,405,3,130,109,1510,2120,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,120,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
1101,"화염 숨결",false,405,3,130,109,1683,2164,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,0,60,0,6,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1102,"냉기 숨결",false,405,3,132,109,1684,2165,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,20,60,0,6,2,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
1103,"번개 숨결",false,405,3,134,109,1685,2166,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,20,60,0,6,5,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
1104,"빙결의 포효",false,405,2,132,109,1686,2167,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,30,120,58,5,2,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
1105,"뇌전의 포효",false,405,2,134,109,1687,2168,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,30,0,true,0,0,0,0,0,false,45,120,58,5,5,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
1106,"차디찬 시선",false,405,3,132,109,1689,2169,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,30,60,0,5,2,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
1107,"불협화음",false,405,4,0,0,1690,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1108,"혼돈의 대합창",false,405,3,0,0,1705,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,6,0,true,2,0,0,0,0,false,0,60,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1109,"아래턱 물기",false,405,3,130,109,1693,2199,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,100,0,6,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
1110,"포름산 페로몬",false,405,4,132,109,1694,2200,0,-1,0,20,false,true,true,false,true,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,45,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1111,"모래 태풍",false,405,2,130,109,1742,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
1112,"모래늪",false,405,2,0,0,1286,1839,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,65,0,true,0,0,0,0,0,false,0,20,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
